Order Date,Region,Category,Sales,Profit,Month-Year
2012-12-21,South,Office Supplies,27.312,9.2178,2012-12
2012-12-20,West,Office Supplies,7.92,2.772,2012-12
2012-12-20,West,Furniture,14.368,3.9512,2012-12
2012-11-27,West,Technology,107.97,22.6737,2012-11
2012-11-27,West,Office Supplies,113.82,53.4954,2012-11
2014-08-28,South,Office Supplies,5.184,1.8144,2014-08
2011-03-22,Central,Office Supplies,16.28,6.512,2011-03
2014-12-18,South,Office Supplies,544.38,157.8702,2014-12
2014-03-20,West,Office Supplies,19.824,6.6906,2014-03
2014-03-20,West,Technology,657.504,-131.5008,2014-03
2014-03-20,West,Technology,99.54,10.9494,2014-03
2014-03-20,West,Technology,199.96,85.9828,2014-03
2013-09-19,East,Furniture,631.782,140.396,2013-09
2013-09-19,East,Furniture,60.72,26.1096,2013-09
2014-11-25,West,Office Supplies,20.724,-15.1976,2014-11
2014-11-25,West,Office Supplies,415.872,-41.5872,2014-11
2014-04-12,East,Office Supplies,16.768,1.4672,2014-04
2014-04-12,East,Technology,27.12,-4.746,2014-04
2014-12-11,West,Technology,95.84,34.742,2014-12
2014-12-11,West,Office Supplies,12.96,6.2208,2014-12
2014-11-25,South,Office Supplies,19.008,-12.672,2014-11
2012-12-04,South,Office Supplies,1598.058,-1065.372,2012-12
2012-12-04,South,Office Supplies,36.96,12.012,2012-12
2014-12-12,Central,Office Supplies,10.368,3.6288,2014-12
2014-12-12,Central,Furniture,77.72,-66.062,2014-12
2014-12-12,Central,Furniture,520.464,-14.8704,2014-12
2013-05-22,East,Office Supplies,111.96,54.8604,2013-05
2014-02-18,South,Technology,29.16,8.4564,2014-02
2014-05-21,Central,Office Supplies,131.94,35.6238,2014-05
2014-05-21,Central,Office Supplies,25.92,8.2944,2014-05
2014-05-21,Central,Office Supplies,704.76,162.0948,2014-05
2014-05-21,Central,Office Supplies,7.41,3.4827,2014-05
2014-05-21,Central,Office Supplies,21.5,7.095,2014-05
2014-09-12,Central,Office Supplies,10.528,3.29,2014-09
2014-09-12,Central,Office Supplies,20.544,6.42,2014-09
2013-11-06,Central,Office Supplies,104.9,50.352,2013-11
2013-11-06,Central,Office Supplies,39.68,16.2688,2013-11
2013-11-06,Central,Office Supplies,51.75,24.84,2013-11
2014-07-24,Central,Office Supplies,11.68,5.4896,2014-07
2014-07-24,Central,Technology,159.75,11.1825,2014-07
2013-11-19,East,Office Supplies,103.968,16.8948,2013-11
2011-04-25,West,Furniture,303.25,63.6825,2011-04
2011-04-25,West,Office Supplies,270.72,78.5088,2011-04
2011-04-25,West,Furniture,1487.04,148.704,2011-04
2012-11-30,South,Office Supplies,17.48,8.2156,2012-11
2012-11-30,South,Office Supplies,71.88,32.346,2012-11
2012-10-25,West,Office Supplies,60.45,16.3215,2012-10
2012-10-25,West,Furniture,253.176,-31.647,2012-10
2012-07-20,Central,Office Supplies,2.88,-4.464,2012-07
2012-07-20,Central,Furniture,384.944,-126.4816,2012-07
2012-07-20,Central,Technology,153.584,13.4386,2012-07
2012-07-20,Central,Furniture,913.43,-52.196,2012-07
2013-10-28,West,Office Supplies,43.92,11.8584,2013-10
2013-10-28,West,Office Supplies,25.032,7.8225,2013-10
2014-11-21,East,Office Supplies,46.76,22.4448,2014-11
2014-11-21,East,Furniture,183.968,-25.2956,2014-11
2014-11-21,East,Technology,1259.97,327.5922,2014-11
2014-11-21,East,Office Supplies,68.97,19.3116,2014-11
2013-09-09,Central,Office Supplies,70.368,6.1572,2013-09
2013-09-09,Central,Technology,59.96,21.7355,2013-09
2011-07-20,East,Office Supplies,25.984,-5.1968,2011-07
2011-07-20,East,Office Supplies,27.36,-21.888,2011-07
2013-11-16,West,Technology,361.376,27.1032,2013-11
2011-07-07,East,Furniture,172.186,-46.7362,2011-07
2011-07-07,East,Furniture,69.008,12.0764,2011-07
2013-03-18,East,Office Supplies,199.9,89.955,2013-03
2013-03-18,East,Office Supplies,901.95,297.6435,2013-03
2013-03-18,East,Furniture,971.5,252.59,2013-03
2013-12-27,West,Office Supplies,11.328,2.5488,2013-12
2011-09-02,East,Office Supplies,21.24,8.0712,2011-09
2012-07-05,East,Technology,34.8,2.175,2012-07
2012-07-05,East,Office Supplies,38.976,-2.436,2012-07
2013-11-21,Central,Office Supplies,9.08,4.086,2013-11
2013-11-21,Central,Office Supplies,314.55,150.984,2013-11
2013-11-21,Central,Office Supplies,4.91,2.3077,2013-11
2011-05-06,West,Office Supplies,5.78,2.7166,2011-05
2011-05-06,West,Office Supplies,107.94,30.2232,2011-05
2011-06-21,East,Office Supplies,19.65,9.039,2011-06
2011-06-21,East,Technology,617.97,160.6722,2011-06
2011-06-21,East,Office Supplies,59.7,26.865,2011-06
2014-08-20,East,Office Supplies,387.99,182.3553,2014-08
2011-11-29,West,Technology,575.92,71.99,2011-11
2011-11-29,West,Office Supplies,30.4,15.2,2011-11
2014-04-10,Central,Office Supplies,478.24,219.9904,2014-04
2011-12-20,East,Furniture,190.848,-21.4704,2011-12
2011-12-17,East,Office Supplies,5.484,-4.0216,2011-12
2012-11-17,Central,Office Supplies,40.92,3.069,2012-11
2011-03-04,South,Office Supplies,15.552,2.3328,2011-03
2014-05-19,South,Office Supplies,17.24,4.4824,2014-05
2014-05-19,South,Furniture,302.94,75.735,2014-05
2014-05-19,South,Technology,34.75,15.6375,2014-05
2014-05-19,South,Office Supplies,113.94,54.6912,2014-05
2014-05-19,South,Technology,55.98,15.6744,2014-05
2014-09-23,West,Office Supplies,27.18,12.231,2014-09
2014-03-22,Central,Furniture,1805.88,523.7052,2014-03
2014-09-15,East,Office Supplies,70.95,18.447,2014-09
2013-11-04,South,Office Supplies,20.0,9.6,2013-11
2013-11-04,South,Office Supplies,7.98,2.0748,2013-11
2013-11-04,South,Furniture,24.1,9.158,2013-11
2013-11-04,South,Office Supplies,8.75,2.625,2013-11
2013-11-04,South,Furniture,842.94,160.1586,2013-11
2013-05-04,Central,Office Supplies,2.182,-3.6003,2013-05
2013-05-04,Central,Office Supplies,27.384,2.7384,2013-05
2013-05-04,Central,Office Supplies,26.406,-71.2962,2013-05
2013-12-28,Central,Office Supplies,10.368,3.6288,2013-12
2013-12-28,Central,Office Supplies,23.68,7.4,2013-12
2013-07-23,Central,Technology,109.95,36.2835,2013-07
2013-07-23,Central,Office Supplies,965.85,135.219,2013-07
2013-07-23,Central,Office Supplies,29.2,10.512,2013-07
2013-07-23,Central,Office Supplies,32.4,15.552,2013-07
2011-11-16,Central,Office Supplies,78.35,36.8245,2011-11
2011-11-16,Central,Office Supplies,31.68,14.256,2011-11
2011-11-16,Central,Office Supplies,29.12,14.2688,2011-11
2011-11-16,Central,Office Supplies,169.45,42.3625,2011-11
2012-06-19,West,Furniture,12.56,4.0192,2012-06
2012-06-19,West,Office Supplies,6.48,3.1104,2012-06
2012-06-19,West,Office Supplies,186.69,87.7443,2012-06
2013-07-05,West,Furniture,25.4,8.636,2013-07
2013-07-05,West,Office Supplies,43.96,20.6612,2013-07
2013-07-05,West,Furniture,1279.165,225.735,2013-07
2013-07-05,West,Office Supplies,27.92,0.5584,2013-07
2012-09-03,West,Furniture,129.568,-12.9568,2012-09
2012-09-03,West,Office Supplies,6.368,2.1492,2012-09
2014-08-08,West,Office Supplies,244.55,114.9385,2014-08
2014-03-14,West,Office Supplies,1332.496,-299.8116,2014-03
2014-09-29,West,Furniture,32.776,3.2776,2014-09
2014-09-29,West,Office Supplies,147.184,-29.4368,2014-09
2014-09-29,West,Technology,54.384,1.3596,2014-09
2014-09-29,West,Office Supplies,76.776,-58.8616,2014-09
2014-09-29,West,Office Supplies,14.352,5.2026,2014-09
2014-09-29,West,Office Supplies,209.792,26.224,2014-09
2012-08-07,West,Office Supplies,3.304,1.1151,2012-08
2014-11-25,East,Office Supplies,16.38,7.371,2014-11
2014-11-25,East,Office Supplies,167.96,78.9412,2014-11
2014-11-25,East,Furniture,321.568,-16.0784,2014-11
2014-11-25,East,Office Supplies,12.96,6.2208,2014-11
2014-05-09,East,Furniture,128.058,-23.7822,2014-05
2014-09-30,East,Furniture,63.686,-15.4666,2014-09
2014-09-30,East,Technology,239.976,65.9934,2014-09
2014-09-30,East,Furniture,344.22,-189.321,2014-09
2014-09-30,East,Office Supplies,15.552,5.4432,2014-09
2014-09-30,East,Furniture,21.248,7.4368,2014-09
2014-09-30,East,Office Supplies,8.448,2.64,2014-09
2014-10-23,Central,Office Supplies,333.09,23.3163,2014-10
2014-10-23,Central,Furniture,248.98,54.7756,2014-10
2011-03-24,East,Office Supplies,24.9,11.703,2011-03
2013-11-04,West,Office Supplies,15.26,5.0358,2013-11
2013-11-04,West,Office Supplies,43.32,14.2956,2013-11
2013-11-04,West,Office Supplies,43.584,15.7992,2013-11
2013-11-04,West,Office Supplies,116.28,56.9772,2013-11
2013-11-04,West,Office Supplies,9.296,3.0212,2013-11
2013-11-04,West,Office Supplies,19.44,9.3312,2013-11
2013-11-04,West,Office Supplies,314.55,150.984,2013-11
2012-09-05,Central,Office Supplies,16.27,-25.2185,2012-09
2012-09-05,Central,Office Supplies,69.12,-14.688,2012-09
2012-09-05,Central,Office Supplies,4.47,-7.8225,2012-09
2014-08-15,West,Furniture,418.296,5.2287,2014-08
2011-12-01,East,Technology,659.988,109.998,2011-12
2011-12-01,East,Furniture,8.128,1.4224,2011-12
2011-12-01,East,Office Supplies,36.288,12.7008,2011-12
2011-12-01,East,Furniture,909.72,-51.984,2011-12
2014-06-19,West,Furniture,917.9235,75.5937,2014-06
2014-06-19,West,Office Supplies,38.88,19.0512,2014-06
2014-12-03,East,Office Supplies,631.176,-462.8624,2014-12
2011-11-21,West,Office Supplies,12.96,6.2208,2011-11
2013-04-11,West,Office Supplies,12.96,6.2208,2013-04
2013-04-11,West,Office Supplies,23.2,8.12,2013-04
2011-06-30,Central,Office Supplies,25.92,9.072,2011-06
2011-06-30,Central,Office Supplies,21.312,7.1928,2011-06
2011-12-24,West,Technology,173.656,17.3656,2011-12
2011-12-24,West,Office Supplies,361.96,101.3488,2011-12
2011-12-24,West,Technology,62.85,13.1985,2011-12
2011-12-24,West,Technology,818.376,51.1485,2011-12
2011-12-24,West,Office Supplies,20.34,0.2034,2011-12
2011-12-24,West,Furniture,23.99,5.5177,2011-12
2014-05-24,West,Furniture,171.288,-6.4233,2014-05
2013-11-11,Central,Furniture,37.3,17.158,2013-11
2013-11-11,Central,Office Supplies,81.96,39.3408,2013-11
2013-10-03,West,Office Supplies,54.792,-40.1808,2013-10
2013-09-07,Central,Office Supplies,10.784,0.8088,2013-09
2013-10-28,South,Furniture,290.98,75.6548,2013-10
2014-10-23,Central,Office Supplies,36.44,12.0252,2014-10
2013-09-16,West,Office Supplies,21.4,10.058,2013-09
2013-09-16,West,Office Supplies,48.664,15.8158,2013-09
2013-09-26,West,Office Supplies,16.56,6.9552,2013-09
2014-06-11,South,Office Supplies,1347.52,84.22,2014-06
2011-02-21,Central,Technology,62.31,22.4316,2011-02
2011-02-21,Central,Furniture,20.32,6.9088,2011-02
2014-02-21,West,Office Supplies,9.432,3.0654,2014-02
2011-11-02,East,Office Supplies,34.86,16.0356,2011-11
2011-11-02,East,Furniture,89.34,24.1218,2011-11
2014-07-18,East,Technology,269.98,67.495,2014-07
2014-07-18,East,Office Supplies,99.9,47.952,2014-07
2014-07-18,East,Furniture,39.08,14.4596,2014-07
2014-09-09,East,Technology,116.832,33.5892,2014-09
2013-11-15,Central,Office Supplies,2.296,-3.9032,2013-11
2013-11-15,East,Furniture,408.006,72.5344,2013-11
2013-11-15,East,Office Supplies,40.44,10.5144,2013-11
2011-10-10,West,Furniture,122.352,13.7646,2011-10
2011-10-10,West,Office Supplies,15.28,7.4872,2011-10
2012-03-19,West,Office Supplies,11.96,5.8604,2012-03
2014-07-09,West,Furniture,15.84,4.9104,2014-07
2014-07-09,West,Office Supplies,86.376,30.2316,2014-07
2014-07-09,West,Office Supplies,18.24,6.2016,2014-07
2014-07-09,West,Office Supplies,13.12,4.3296,2014-07
2012-02-27,East,Technology,105.98,1.0598,2012-02
2012-02-27,East,Furniture,493.92,-28.224,2012-02
2014-06-17,Central,Office Supplies,5.936,-8.904,2014-06
2014-03-31,Central,Office Supplies,325.86,149.8956,2014-03
2012-07-12,Central,Furniture,383.607,-5.4801,2012-07
2012-07-12,Central,Technology,148.48,16.704,2012-07
2012-07-12,Central,Technology,537.544,53.7544,2012-07
2012-07-12,Central,Office Supplies,1.928,-2.9884,2012-07
2012-07-12,Central,Office Supplies,6.912,0.6912,2012-07
2012-07-12,Central,Furniture,7.76,-2.134,2012-07
2012-07-12,Central,Technology,659.168,49.4376,2012-07
2014-05-01,East,Office Supplies,5.76,2.8224,2014-05
2011-07-13,West,Furniture,351.216,4.3902,2011-07
2011-12-27,West,Furniture,230.28,23.028,2011-12
2011-12-27,West,Office Supplies,12.84,5.778,2011-12
2013-02-27,Central,Office Supplies,56.82,28.41,2013-02
2012-03-23,South,Office Supplies,31.56,14.202,2012-03
2012-03-23,South,Office Supplies,27.92,0.5584,2012-03
2014-10-22,West,Office Supplies,8.559,-6.5619,2014-10
2011-12-31,Central,Office Supplies,49.568,17.9684,2011-12
2011-05-05,Central,Furniture,127.869,-9.1335,2011-05
2012-12-04,West,Office Supplies,271.44,122.148,2012-12
2012-12-04,West,Technology,110.352,8.2764,2012-12
2012-12-04,West,Furniture,36.4,13.832,2012-12
2014-09-27,South,Furniture,419.136,-57.6312,2014-09
2011-12-09,West,Office Supplies,100.704,-1.2588,2011-12
2014-12-04,South,Office Supplies,45.216,4.5216,2014-12
2014-12-04,South,Office Supplies,28.782,-21.1068,2014-12
2014-12-04,South,Office Supplies,24.448,8.8624,2014-12
2012-11-08,Central,Office Supplies,10.476,-17.2854,2012-11
2011-04-19,West,Furniture,76.14,26.649,2011-04
2012-05-25,Central,Office Supplies,21.24,8.0712,2012-05
2012-05-25,Central,Office Supplies,127.96,60.1412,2012-05
2014-07-18,West,Technology,479.984,89.997,2014-07
2013-12-13,Central,Technology,657.93,184.2204,2013-12
2013-12-13,Central,Furniture,33.48,8.7048,2013-12
2013-12-13,Central,Office Supplies,13.9,3.614,2013-12
2013-12-13,Central,Office Supplies,26.86,6.715,2013-12
2011-04-11,West,Office Supplies,9.584,3.3544,2011-04
2012-06-09,South,Office Supplies,113.1,56.55,2012-06
2011-07-27,East,Office Supplies,65.78,32.2322,2011-07
2012-07-31,South,Technology,239.7,105.468,2012-07
2013-09-20,East,Furniture,25.632,3.8448,2013-09
2013-06-11,East,Office Supplies,23.616,7.9704,2013-06
2013-08-27,West,Office Supplies,8.26,3.7996,2013-08
2014-11-03,West,Office Supplies,76.58,38.29,2014-11
2014-11-03,West,Office Supplies,8.8,4.224,2014-11
2014-11-03,West,Office Supplies,590.352,206.6232,2014-11
2014-11-03,West,Office Supplies,5.58,0.1674,2014-11
2014-11-03,West,Furniture,25.02,10.5084,2014-11
2014-11-03,West,Office Supplies,452.55,22.6275,2014-11
2013-12-27,West,Office Supplies,17.76,4.9728,2013-12
2013-12-27,West,Technology,302.384,30.2384,2013-12
2013-12-27,West,Furniture,146.352,-5.4882,2013-12
2013-12-27,West,Office Supplies,7.9,2.054,2013-12
2013-12-27,West,Furniture,902.712,33.8517,2013-12
2013-12-27,West,Office Supplies,53.97,15.1116,2013-12
2013-12-06,East,Office Supplies,33.92,13.2288,2013-12
2014-08-29,Central,Office Supplies,21.81,5.8887,2014-08
2014-08-29,Central,Office Supplies,91.6,26.564,2014-08
2012-07-16,East,Furniture,150.98,43.7842,2012-07
2012-07-16,East,Office Supplies,137.25,63.135,2012-07
2012-07-16,East,Office Supplies,11.52,5.4144,2012-07
2012-05-26,South,Office Supplies,18.272,5.9384,2012-05
2012-05-26,South,Office Supplies,153.728,53.8048,2012-05
2012-05-26,South,Office Supplies,12.224,4.4312,2012-05
2012-05-26,South,Technology,167.944,50.3832,2012-05
2012-05-28,East,Technology,45.99,13.3371,2012-05
2012-05-28,East,Office Supplies,535.41,160.623,2012-05
2012-05-28,East,Office Supplies,6.096,2.0574,2012-05
2012-05-28,East,Office Supplies,45.36,21.7728,2012-05
2014-11-10,West,Furniture,47.12,20.7328,2014-11
2013-01-24,South,Office Supplies,31.36,15.68,2013-01
2014-01-01,South,Office Supplies,47.616,3.5712,2014-01
2014-01-01,South,Office Supplies,23.48,8.218,2014-01
2013-09-06,Central,Office Supplies,62.79,-166.3935,2013-09
2013-09-06,Central,Office Supplies,28.44,4.266,2013-09
2012-09-04,Central,Technology,134.376,6.7188,2012-09
2012-09-21,East,Technology,589.9,147.475,2012-09
2012-09-21,East,Furniture,542.94,141.1644,2012-09
2014-12-25,West,Technology,2879.952,1007.9832,2014-12
2014-12-25,West,Office Supplies,90.48,33.93,2014-12
2012-10-05,East,Office Supplies,77.55,21.714,2012-10
2014-09-10,South,Office Supplies,8.832,-1.9872,2014-09
2014-09-10,South,Office Supplies,177.536,62.1376,2014-09
2014-09-10,South,Office Supplies,258.48,-3.231,2014-09
2014-09-10,South,Furniture,14.136,4.2408,2014-09
2013-11-14,East,Office Supplies,77.55,20.163,2013-11
2013-11-14,East,Office Supplies,24.88,6.9664,2013-11
2013-11-14,East,Office Supplies,140.75,39.41,2013-11
2013-11-14,East,Office Supplies,36.63,9.8901,2013-11
2012-10-15,Central,Furniture,17.14,6.1704,2012-10
2014-08-04,West,Office Supplies,51.75,24.84,2014-08
2014-08-04,West,Furniture,123.96,11.1564,2014-08
2012-08-21,West,Furniture,586.398,34.494,2012-08
2012-08-21,West,Office Supplies,80.98,3.2392,2012-08
2014-03-13,West,Office Supplies,242.94,9.7176,2014-03
2014-04-28,West,Office Supplies,123.92,33.4584,2014-04
2014-04-28,West,Office Supplies,12.39,5.6994,2014-04
2014-04-28,West,Office Supplies,47.3,12.298,2014-04
2013-09-12,South,Technology,1599.92,751.9624,2013-09
2013-09-12,South,Office Supplies,11.09,5.4341,2013-09
2014-10-23,West,Office Supplies,3.168,-2.5344,2014-10
2014-10-23,West,Furniture,579.136,-28.9568,2014-10
2012-08-02,West,Office Supplies,6.368,2.1492,2012-08
2012-08-02,West,Technology,558.4,41.88,2012-08
2013-08-13,East,Furniture,145.764,-8.098,2013-08
2011-05-30,South,Office Supplies,13.62,6.129,2011-05
2013-04-27,East,Furniture,434.646,62.7822,2013-04
2014-05-15,West,Office Supplies,440.19,206.8893,2014-05
2014-05-15,West,Office Supplies,64.4,1.932,2014-05
2014-04-09,West,Office Supplies,244.55,114.9385,2014-04
2014-04-09,West,Office Supplies,195.76,97.88,2014-04
2014-02-18,East,Office Supplies,11.76,5.7624,2014-02
2014-02-18,East,Office Supplies,166.45,39.948,2014-02
2014-06-25,West,Office Supplies,2.88,1.3536,2014-06
2011-05-05,Central,Office Supplies,45.248,3.9592,2011-05
2012-05-03,East,Office Supplies,59.904,14.2272,2012-05
2012-05-03,East,Office Supplies,23.696,6.5164,2012-05
2012-05-03,East,Office Supplies,7.968,2.8884,2012-05
2012-05-03,East,Office Supplies,18.2,2.0475,2012-05
2012-05-03,East,Technology,27.552,-0.3444,2012-05
2012-05-03,East,Furniture,844.116,-36.1764,2012-05
2012-05-03,East,Office Supplies,76.752,-9.594,2012-05
2013-09-19,South,Office Supplies,3.0,1.05,2013-09
2013-09-23,South,Office Supplies,7.506,-6.0048,2013-09
2013-09-23,South,Office Supplies,16.56,5.796,2013-09
2013-01-10,West,Furniture,79.92,34.3656,2013-01
2013-01-10,West,Technology,69.98,13.2962,2013-01
2014-05-07,Central,Office Supplies,11.06,-18.802,2014-05
2014-05-07,Central,Furniture,623.4648,-119.1918,2014-05
2014-05-07,Central,Office Supplies,772.68,-57.951,2014-05
2013-08-01,Central,Office Supplies,283.14,72.358,2013-08
2013-08-01,Central,Technology,635.96,165.3496,2013-08
2013-08-01,Central,Technology,118.99,33.3172,2013-08
2013-08-01,Central,Furniture,272.94,30.0234,2013-08
2014-03-28,East,Furniture,15.008,1.5008,2014-03
2011-03-14,West,Office Supplies,33.088,11.1672,2011-03
2011-03-14,West,Office Supplies,80.98,3.2392,2011-03
2011-03-14,West,Technology,82.8,6.624,2011-03
2011-03-14,West,Office Supplies,21.36,5.7672,2011-03
2011-03-14,West,Office Supplies,62.048,20.1656,2011-03
2013-07-15,East,Office Supplies,29.61,13.3245,2013-07
2013-12-02,South,Technology,863.928,86.3928,2013-12
2013-08-30,East,Furniture,241.92,-56.448,2013-08
2013-08-30,East,Furniture,163.88,-81.94,2013-08
2013-08-30,East,Office Supplies,3.486,-2.7888,2013-08
2013-08-30,East,Office Supplies,10.584,-2.3814,2013-08
2013-06-25,Central,Technology,440.91,123.4548,2013-06
2014-03-31,East,Office Supplies,5.715,-4.7625,2014-03
2011-12-20,West,Furniture,51.968,10.3936,2011-12
2011-12-20,West,Technology,71.976,21.5928,2011-12
2011-12-20,West,Furniture,242.352,-42.4116,2011-12
2011-12-20,West,Office Supplies,221.92,77.672,2011-12
2011-12-20,West,Office Supplies,8.448,2.64,2011-12
2012-12-17,Central,Office Supplies,29.52,14.4648,2012-12
2012-12-17,Central,Furniture,302.94,48.4704,2012-12
2012-12-17,Central,Furniture,142.36,38.4372,2012-12
2012-12-17,Central,Furniture,546.66,136.665,2012-12
2012-12-17,Central,Furniture,212.13,14.8491,2012-12
2014-05-12,Central,Office Supplies,5.248,0.5904,2014-05
2014-05-12,Central,Office Supplies,74.416,-14.8832,2014-05
2014-05-12,Central,Office Supplies,6.848,2.14,2014-05
2014-05-12,Central,Furniture,7.996,-6.9965,2014-05
2013-06-25,Central,Office Supplies,8.712,-19.602,2013-06
2013-05-18,East,Office Supplies,65.17,18.8993,2013-05
2013-05-18,East,Office Supplies,14.62,6.8714,2013-05
2013-05-18,East,Furniture,173.24,17.324,2013-05
2014-06-30,West,Office Supplies,895.92,302.373,2014-06
2014-06-30,West,Office Supplies,130.71,39.213,2014-06
2014-06-30,West,Office Supplies,11.68,3.0368,2014-06
2014-06-30,West,Technology,62.31,22.4316,2014-06
2011-03-31,East,Office Supplies,0.852,-0.5964,2011-03
2011-12-16,Central,Office Supplies,36.288,12.7008,2011-12
2011-12-16,Central,Furniture,56.568,-74.9526,2011-12
2014-05-19,West,Technology,344.704,38.7792,2014-05
2012-05-12,West,Technology,201.584,20.1584,2012-05
2014-12-04,West,Furniture,521.96,88.7332,2014-12
2012-12-12,East,Office Supplies,8.22,2.2194,2012-12
2012-10-10,West,Office Supplies,45.36,21.7728,2012-10
2012-04-18,West,Office Supplies,947.17,9.4717,2012-04
2012-04-18,West,Office Supplies,61.96,27.882,2012-04
2011-06-07,Central,Furniture,268.935,-209.7693,2011-06
2014-09-02,West,Office Supplies,7.58,2.9562,2014-09
2013-05-23,South,Office Supplies,14.73,7.2177,2013-05
2013-11-12,South,Office Supplies,9.888,-6.9216,2013-11
2013-11-12,South,Office Supplies,671.544,50.3658,2013-11
2011-11-25,East,Office Supplies,1117.92,55.896,2011-11
2011-11-25,East,Furniture,275.952,-37.9434,2011-11
2011-11-07,West,Office Supplies,123.144,46.179,2011-11
2013-07-19,Central,Technology,15.576,3.3099,2013-07
2012-03-29,West,Office Supplies,212.64,99.9408,2012-03
2012-03-29,West,Office Supplies,9.87,4.5402,2012-03
2012-03-29,West,Technology,53.25,20.7675,2012-03
2012-03-29,West,Furniture,19.92,9.5616,2012-03
2013-04-08,East,Furniture,658.746,146.388,2013-04
2012-06-13,East,Office Supplies,8.26,3.8822,2012-06
2012-06-13,East,Office Supplies,29.84,13.428,2012-06
2012-06-13,East,Technology,67.98,14.9556,2012-06
2012-02-18,West,Office Supplies,61.06,28.0876,2012-02
2012-02-18,West,Furniture,35.544,-0.8886,2012-02
2014-11-13,West,Office Supplies,9.96,4.5816,2014-11
2014-11-13,West,Office Supplies,9.21,2.3025,2014-11
2014-11-13,West,Office Supplies,27.93,8.0997,2014-11
2014-03-06,Central,Office Supplies,7.9,2.528,2014-03
2014-03-06,Central,Office Supplies,221.16,57.5016,2014-03
2014-03-06,Central,Office Supplies,127.96,62.7004,2014-03
2014-03-06,Central,Office Supplies,18.69,9.1581,2014-03
2013-03-04,West,Office Supplies,25.35,7.605,2013-03
2013-03-04,West,Furniture,35.28,11.9952,2013-03
2013-12-25,West,Office Supplies,33.4,16.032,2013-12
2013-10-08,West,Technology,837.6,62.82,2013-10
2013-12-10,South,Technology,40.68,-9.153,2013-12
2014-11-21,South,Furniture,209.568,-23.5764,2014-11
2012-12-12,Central,Technology,22.368,6.4308,2012-12
2014-02-04,South,Office Supplies,3.882,-2.588,2014-02
2014-02-04,South,Office Supplies,115.296,40.3536,2014-02
2014-09-22,East,Office Supplies,1.908,-1.5264,2014-09
2014-05-01,Central,Office Supplies,43.372,-69.3952,2014-05
2011-11-03,East,Technology,783.96,219.5088,2011-11
2011-11-03,East,Office Supplies,48.896,18.336,2011-11
2011-11-03,East,Office Supplies,7.856,2.8478,2011-11
2013-12-31,East,Office Supplies,5.904,1.9926,2013-12
2013-12-31,East,Office Supplies,13.712,1.0284,2013-12
2011-09-17,West,Office Supplies,182.94,85.9818,2011-09
2014-11-25,West,Office Supplies,27.76,9.9936,2014-11
2012-04-24,East,Office Supplies,25.99,7.5371,2012-04
2012-03-09,Central,Technology,113.52,29.799,2012-03
2012-03-09,Central,Technology,359.88,22.4925,2012-03
2014-06-03,South,Office Supplies,25.344,9.1872,2014-06
2013-09-20,West,Office Supplies,11.952,4.1832,2013-09
2013-09-20,West,Office Supplies,6.24,1.872,2013-09
2011-10-31,West,Technology,742.336,83.5128,2011-10
2014-11-24,Central,Furniture,6.464,-4.04,2014-11
2014-11-24,Central,Office Supplies,11.52,4.176,2014-11
2014-11-24,Central,Technology,222.384,16.6788,2014-11
2014-11-17,West,Office Supplies,23.36,6.0736,2014-11
2013-02-19,East,Office Supplies,8.67,4.0749,2013-02
2013-02-19,East,Office Supplies,25.71,6.6846,2013-02
2014-11-08,East,Office Supplies,100.94,33.3102,2014-11
2011-07-08,East,Furniture,63.882,10.647,2011-07
2011-11-07,Central,Furniture,683.144,0.0,2011-11
2011-11-07,Central,Office Supplies,1.476,-2.214,2011-11
2011-11-07,Central,Office Supplies,40.712,3.5623,2011-11
2014-01-29,Central,Office Supplies,279.9,137.151,2014-01
2012-12-11,West,Office Supplies,13.12,1.148,2012-12
2012-12-11,West,Furniture,69.576,-143.7904,2012-12
2012-12-11,West,Office Supplies,4.224,0.4752,2012-12
2012-12-11,West,Technology,58.08,-6.534,2012-12
2012-12-11,West,Furniture,52.416,15.0696,2012-12
2012-12-11,West,Furniture,54.92,10.984,2012-12
2012-12-11,West,Furniture,364.95,-248.166,2012-12
2012-12-11,West,Office Supplies,85.056,28.7064,2012-12
2012-12-11,West,Office Supplies,27.696,9.6936,2012-12
2012-06-29,East,Office Supplies,24.96,11.232,2012-06
2012-03-16,West,Furniture,43.13,18.1146,2012-03
2012-08-13,South,Office Supplies,5.64,2.7072,2012-08
2013-05-15,South,Office Supplies,57.582,-44.1462,2013-05
2013-05-15,South,Office Supplies,31.104,10.8864,2013-05
2013-05-15,South,Furniture,30.192,8.3028,2013-05
2013-05-15,South,Technology,43.6,4.36,2013-05
2013-05-15,South,Office Supplies,4.768,0.4172,2013-05
2013-05-15,South,Office Supplies,10.38,-7.612,2013-05
2013-05-15,South,Office Supplies,13.392,-9.8208,2013-05
2014-07-14,East,Technology,39.594,-7.2589,2014-07
2014-07-14,East,Furniture,91.008,19.3392,2014-07
2012-11-22,West,Office Supplies,37.94,18.2112,2012-11
2012-11-22,West,Office Supplies,42.8,19.26,2012-11
2012-11-22,West,Office Supplies,33.63,10.089,2012-11
2011-11-23,East,Office Supplies,62.808,21.1977,2011-11
2012-12-27,Central,Office Supplies,195.64,91.9508,2012-12
